at,content,score
2017-06-12 02:33:47,Its very cool,5
2017-01-17 18:21:54,No,5
2018-04-26 21:03:40,Its a amazing game I hope There will be a new one,5
2016-03-06 02:02:28,"Mad game, cool and exceptional game experience",5
2012-12-16 05:36:41,best game ever,4
2014-01-25 21:43:43,This game is not installing in my Galaxy Star pro.That's all.,5
2013-01-26 20:58:51,Mind blowing game!!,4
2022-04-14 20:29:28,Good,5
2016-08-04 22:48:06,It's a simple but oh so enjoyable game,5
2018-12-28 04:07:28,is an awesome addictive game,5
2016-01-09 14:26:08,Iike it so far and also looks awesome😎😛,4
2014-05-31 14:47:47,Force closes randomly .   Samsung galaxy rugby pro,2
2017-02-17 18:48:08,Shoot jetpack shooooot,5
2016-07-05 03:39:13,Love it,5
2014-08-08 22:55:54,Its grate and the person who made it is great,5
2015-12-31 12:10:48,I liked this game,5
2013-11-06 20:39:23,This game is a really good,5
2017-09-11 00:56:51,"It's great, so fun and addictive and I love the way the characters look.",5
2015-02-12 08:09:33,"Omg i love this game so much that i play it every day all day 😁😄😃😀👍who ever made this game should get $9000,000000,0000",5
2017-02-04 16:23:11,This game amazing,5
2018-07-05 19:58:16,BAGUS,5
2020-04-11 10:28:52,Nice,5
2015-10-08 16:18:42,jetpack,5
2024-03-27 00:33:09,"This would be an incredible and nostalgic game but the ads are absolutely insane. Ads play after every game with skip buttons that you have to wait and then press through multiple times per ad. The ui design constantly fills the screen with prompts to watch ads and buy things to get boosts, to advance or for skins. This game is almost unplayable and entirely unpleasant. Clearly the owners of this game care more about profitability over playability or enjoyment.",1
2015-10-10 17:19:40,I love it,5
2020-10-31 18:25:36,"I literally Cant Open The App Like Stuck At Loading,Im Waiting Like 30 Mins",1
2014-06-01 17:41:49,This game is awesome please download now,5
2017-12-03 17:30:01,Excellent,5
2014-07-13 07:55:48,I play this game every day and I have most of the gadgets and can you please make the dezapinator dezapp a little more zappers please they aren't really helping right now 😒,4
2021-04-05 10:22:36,It was my childhood..,5
2015-06-29 01:21:47,Ever,5
2016-06-24 22:04:51,Loved it,5
2015-06-25 11:00:03,I think that this is a fun game but there is not enough girl stuff.I hope that you can create more girl things.,3
2014-07-20 09:04:13,The base manic of the game,5
2017-11-09 16:04:59,It's the best game in the world,5
2013-03-20 01:41:13,very Good game in play store.,5
2017-05-20 21:34:38,Amizon,5
2021-06-05 17:01:24,Yall actually play this?,5
2012-12-28 09:39:59,i like this game very much,5
2016-10-10 13:46:44,A nice game,5
2018-11-16 08:36:29,Pretty good,4
2017-12-30 11:43:50,This game is very good and Osam and fantastic game,5
2014-03-16 08:16:11,This is a very fun way to pass time,5
2014-04-20 21:54:20,Good game,3
2018-12-08 16:45:54,I have played it since I was little 😇😇,5
2017-08-16 22:34:37,It hangs after enough play,1
2014-12-29 01:07:52,Its ok,3
2015-11-22 01:39:56,Really good,5
2014-11-26 11:22:50,I use to love this game.  I Never had a problem until this last update now I can't even get it to open.,1
2015-01-03 23:46:29,Sucks,1
2021-11-03 19:43:52,Good game,5
2018-06-06 05:43:59,Very fun,5
2013-09-05 18:48:24,Best game,5
2014-09-11 12:31:10,Hay,5
2016-08-31 10:53:25,Too borrring!,1
2015-01-18 23:12:03,The best game ever I play it every day!,5
2018-10-31 03:43:52,Its fun,5
2019-02-16 11:03:36,hard and fun,5
2014-08-24 23:15:00,Love it,5
2012-10-09 18:19:19,"Very entertaining,lots of interesting powerups and purchases.kinda difficult though",5
2017-07-18 23:47:33,"Not bad, however a little repetitive.",4
2018-11-22 13:03:04,I love the game !! It's so much fun and it keeps u entertained!!,3
2020-10-17 05:37:07,cool,5
2016-03-28 07:33:34,It's really fun!!!,5
2019-09-28 04:29:40,I love the game is so nice i have played the,5
2016-02-09 11:46:55,2 words LOVE IT 😍,5
2016-06-25 01:00:52,Sah dude,5
2014-08-30 17:54:19,it uses very much ram which is not good for the device you are using .. : ),3
2016-10-01 08:48:28,Works on phones not iPods iPad,5
2015-07-09 22:56:00,Really good make more games,5
2016-03-26 16:14:09,Nice game ilove it,5
2014-10-14 05:56:30,Awesome game,5
2017-05-26 08:21:01,It's a amazing game​,4
2020-05-26 11:24:18,best game,5
2015-12-23 09:18:17,That it's really fun but you should make the keypad is a lot cheaper,5
2017-03-11 11:05:35,Amazing game,5
2016-07-24 00:49:05,Love this game so much,5
2019-11-27 17:57:51,It's a good game but you need to work on the graphics and stop making a lot of updates.,5
2018-05-29 06:27:33,I love it,5
2013-08-09 15:23:43,N,5
2013-02-22 20:32:58,"I am on Xperia SL and I can't have the sound (music and SFX) working in my device (yes, the sound toggles are switched on). I've killed some background process and restarted the game and my phone, but no avail. Oh, my phone is not rooted, no custom ROM, or whatsoever. Please help, I really love this game",4
2020-02-14 20:42:30,"I like it ,its a game of my childhhood",5
2017-06-15 22:37:55,Great game😊,5
2017-08-31 15:15:03,I think it's just the best game ever I have played in my life,5
2020-02-02 05:26:51,Great Game,5
2015-08-05 05:03:23,Game is good but sometimes crashes on me when i get mr cuddles,3
2017-06-11 17:24:52,On the,4
2013-05-31 20:11:10,Great game !,5
2013-01-11 06:10:56,Here u go 5 stars on a awesome game :-),5
2014-02-10 00:56:00,,3
2013-02-20 21:04:29,This game is awesome and very addicting you should really get it don't listen to the people here who complain it is awesome get it,5
2017-02-13 15:15:43,Nice,5
2014-03-13 21:55:55,Nice game...should play atleast once,4
2013-01-09 03:54:21,Please add more jetpacks and costumes like the ipod,5
2015-03-02 00:14:20,Haha,5
2016-02-19 19:59:37,Addicting,5
2018-12-29 02:31:39,I like this game but there is one problem I want fish out of water on Samsung!!!!!!!!!!!!!!!! bye I do like this app,4
2016-07-10 07:07:23,So Cool missions and Barry Steakfries to Barry Frenchfries,5
2013-10-02 00:03:19,No need To explain..:P,5
2017-02-04 22:59:19,I wanna this game more better,5
2016-02-20 20:01:47,I love it,5
2016-07-02 03:51:03,It is so awesome . it is one of the best game I loved,5
2013-08-05 04:08:29,Its rhe boom Of digety,5
2014-04-09 12:53:28,"To anyone having crash problems, READ THE DESCRIPTION.",5
2016-01-03 05:39:31,I love it if I could be in the game I would have so much fun 😄😄😄😄,5
2013-05-31 15:34:22,My 7 year old and I both play this we have it on the ps vita as well as my samsung s3 phone.,5
2017-06-15 22:12:02,This is jetpack games are very best,5
2017-04-18 15:17:15,Atrractive and iam addicteded!!,5
2017-08-29 02:04:37,Best game ever,5
2019-12-02 01:09:42,I rlly love this game when I started playing this I was 7 and I live this since,5
2015-01-30 06:34:19,I just really love it😄😄😄😄😄,5
2017-02-28 03:03:03,Great game and good customization options. Loved all the power ups too!,5
2015-08-21 17:07:17,I CANT DOWNLOAD IT ITS SAY `ERROR 905',1
2013-01-03 15:52:09,very good game,5
2020-06-11 19:48:31,Very nice,5
2015-12-12 03:41:13,This game is fun!B-),5
2013-05-13 03:07:50,Dev,5
2017-02-02 06:36:21,Fun,5
2017-12-04 11:10:33,Love it,5
2021-04-15 05:56:03,"Game is poorly optimized on newer devices, game speeds up and slows down on galaxy s21+ might be the higher frames but this is hardly the first 120hz phone you would think this would be fixed by now",1
2014-07-03 14:14:31,I LOVE IT,5
2012-11-24 10:02:38,Only game on a mobile device that compells me to play for hours on end. It worked good on my evo cant wait to test out the gs3!!!!,5
2024-06-02 04:18:20,fun.,5
2014-12-31 10:58:53,"Fast paced, fun, and easy.",5
2012-10-10 01:16:13,Uses 40% CPU in background! Please fix that,1
2017-08-07 15:15:26,So cool 😎,5
2013-09-17 00:10:06,iiiiiii love this game,5
2015-08-08 17:54:08,Fun game but SAM is always stuck on day 1 no matter how many times I do it! Please fix the bug thx,4
2015-05-26 21:29:30,Ooooli mata,5
2013-07-23 00:07:10,Very good,5
2016-06-24 20:14:54,Good and awesome,4
2013-11-10 02:59:33,notcomeing da nai,5
2014-06-10 14:18:54,Cool,5
2014-08-23 02:22:33,Awsome,5
2017-01-23 19:47:37,Ok,5
2014-04-11 02:49:14,Its a good game and all that u know i mean niqqa,5
2018-05-16 17:57:40,"I want to get the game but I needs my whatsapp and impossible bottle flip 
game",5
2013-12-12 06:01:48,Wow    i   love    this     game      ekkkk        hahahah      bye       Hehehe    waitn,5
2017-10-01 13:52:57,Cool,5
2018-06-03 06:41:39,Awesome i have everything and 32 million coins,5
2015-01-17 02:15:36,This is fun and addictive from its humor and customizable gameplay to its awsome strategy.,5
2019-06-28 13:43:46,If I wanted to see ads every time I finish a run I'd watch youtube,2
2015-06-02 18:20:41,This  is   a     very      super      game,1
2016-08-30 15:39:45,"Please bring back the werewolf, skeleton and zombie because they are my favourites and also I've just got them and now they're taken away!",3
2018-02-08 01:25:44,Azing,5
2014-06-25 08:46:05,Always play JPJR,5
2017-12-17 08:50:07,Awesome  kdk,5
2012-11-02 06:43:29,Best game ever!!! So addicting!!! I think there sould be more seanary through out the game,5
2013-03-10 05:53:45,I've played this game so much I'm getting better every time I play,5
2016-08-22 23:47:05,So cool,5
2012-10-02 21:13:30,Awesome,5
2015-11-17 21:04:21,An interesting game with lots of fun,5
2020-03-30 18:18:33,A really nice game. Love it.,5
2015-01-13 06:04:48,Best 2d game ever,5
2013-08-05 03:48:15,This game beast,5
2013-09-09 16:57:42,Awesome game!,5
2013-03-02 16:56:49,I like,5
2012-10-25 01:40:30,Ummm.. Dont really know what to say.,5
2012-10-03 10:03:17,So much fun but it lages  for my phone,4
2020-06-10 17:12:44,It is very free game like jetpack joyride,3
2018-10-13 22:17:02,I do not like the graves,5
2015-11-28 20:30:03,Good little game i bashed it for bare time but got a bit bored later on. Tbh i don't no y i bashed it as there r many better games out there,5
2017-12-17 23:46:57,I tkink this app is amazing its fun and makes you want to play even more,5
2013-02-25 22:11:06,Sucks...sucks...sucks..!!!!,1
2018-04-02 02:32:38,I love the game,5
2018-06-24 22:43:47,Love it,5
2015-04-25 10:24:20,Most addicting game ever I've been playing it for 4 years,5
2014-02-24 07:05:12,I like the game its fun,5
2018-07-31 17:32:11,I luv this game..,5
2020-04-29 09:39:17,This game used to be good but now it's really bad. 30 second unskippable ads after every death. NO THANKS. Pure greed.,1
2017-12-01 14:47:39,Super game,5
2014-03-05 05:43:53,Its fun And addicting,5
2018-04-01 05:25:19,Love this app,5
2017-07-22 14:21:55,I LOVE IT.IT'S ONE OF MY FAVOURITE GAMES,5
2014-09-07 17:06:36,Pretty good game,4
2016-10-15 09:31:13,Funfunfun,5
2016-06-27 04:33:13,I luv this game,5
2014-09-21 12:40:08,Best game!! But no new characters??,5
2019-06-29 15:34:29,qnce game,5
2023-02-01 14:00:03,"Replay this game bcos of memories. But everything is not the same as i remembered.Literally everything ingame cost real money,including 3rd gadget slot.Also this game reset my progress.yesterday i bought laser jetpack,when i open the game next day it revert back,means i have to buy it again.And yes,i already bind my game with google play games.But still,the feeling of this game didnt change,and thats good.",3
2018-11-17 00:38:41,Good,5
2017-05-10 13:26:03,it is very cool game,5
2015-10-12 08:24:43,Love it,5
2022-07-21 14:08:12,Good fun,5
2014-07-03 17:55:12,Nice little classic.,5
2017-02-04 00:01:45,Cool game,5
2015-09-01 19:33:28,,5
2013-12-10 04:23:05,Brilliant,5
2013-09-08 08:47:22,It`s a  very cool game...all must play it!!!!and keep making this types of games !!!,5
2015-06-12 05:29:16,Can't even downloaded it,1
2014-03-31 17:30:27,Get this game,5
2023-11-01 16:39:34,its aight,3
2013-06-30 09:01:33,oh it is a briliant and thriling game it is one of game i played it is crazy to play this game	Awesome!!!!!!!!!!!!!!!!!!!,4
2015-07-26 21:50:27,i had this game before on my old phone and it caused a bug that it shuts off my phone and i cant open it anymore... I really love this game but im just afraid that it will do the same to my new phone...,3
2017-02-05 19:41:58,Love,5
2017-02-02 22:04:45,I think jetpack is so cool because it have better box to get new thing.,5
2015-05-16 09:48:39,This game is great,5
2014-03-18 06:59:20,,5
2017-03-22 11:03:28,It's not even fun at all you play pirate kings it is nice than jet pack joyride,1
2014-01-08 12:52:07,Love to play,4
2013-01-20 14:33:05,"Finally , jetpack joyride arrives! Great game,no lagging . Some difference in the android than in the ios",5
2017-06-11 00:12:11,Good,5
2015-05-18 12:21:44,best game and nice entertainer,5
2013-12-27 05:51:16,This game is good for the people,5
2015-12-24 10:42:43,It many explore at this game,5
2014-03-08 03:47:29,Gun fun mon-sun,5
2015-11-07 00:17:47,This game is awsome,5
2012-10-02 14:45:56,Finally on droid I am super happy I played this on friends iPhone for hours,5
2017-01-26 22:32:09,Soper this game,5
2015-10-28 08:19:28,Great game,4
2014-02-21 21:00:39,amazing game,5
2017-04-22 22:37:36,Really fun and addicted,5
2017-04-12 03:36:04,Just bax,1
2018-03-10 15:08:31,Jet pack,5
2016-09-09 00:18:51,"I've played this game for hours, saved 10,000 coins to buy upgrades. I reset my phone and reinstall and I've lost everything. Need to restart from the beginning. Not as fun as it used to be starting from the start. Was playing well before google play games was in effect.",2
2012-10-28 23:45:08,Love this game,5
2013-12-23 00:14:58,Fantastic game,5
2016-11-15 11:11:51,💜💜💜💜💜💗💗💗💗💗💝💝💝💝💝💝💟💟💞💟💟👍👍👍👍👍👍👍👍👍👍👍👍👍,5
2014-09-08 04:20:55,One of the mobile free-to-play models out there and just fantastically addictive.,5
2012-10-21 07:43:35,Awasome game!,5
2017-04-20 09:51:42,It amazing you will.have fun,5
2017-07-26 19:44:46,I thank it's a good game.,5
2020-01-24 18:40:07,"It is a great game to pass time, i've been playing it since 2015, and i always had a great experience with it. I decided to reinstall it and try it out, but it looks like all my progress and all my in-app purchases have gone to waste, i had a coin doubler, and i was looking forward to use it now, but it seems i have to buy it again, since i can't seem to find a restore in-app purchases button. I hate to be stingy, but i don't really want to pay up another 5.99€ for it again. Great game otherwise",3
2021-05-16 00:22:15,Trashy,1
2013-12-31 16:34:28,It's goooood,5
2015-10-21 22:57:26,giving error no 63,1
2019-07-01 20:13:18,very good,4
2018-05-20 17:14:53,Not so good,5
2014-07-15 12:59:52,Sick gamw,5
2023-02-01 02:44:39,"DEFINITELY one of the Greatest games of all time Graphics 10/10, Music 10/10, Gameplay 10/10, Creative original and visually stunning this is a cnimatic masterpiece a classic indeed! OG! BEEN PLAYIN SINCE I WAS A KID💯",5
2016-11-21 18:52:30,It is so easy to use,5
2017-04-16 00:59:10,Great time killer,4
2015-02-13 16:21:03,Best ever,4
2017-10-07 22:43:49,Awesome,5
2015-08-14 03:32:16,It was a fun cool game. Download if you haven't.,5
2014-08-03 16:54:42,Mind glowing....!!!,5
2016-10-31 22:22:02,Just gud,5
2014-06-14 19:51:33,This app is one of my favorite apps!!!!!!!!!,5
2017-11-09 22:58:49,I like the way you made the vehicle,5
2016-03-05 12:07:09,Fun times,5
2013-02-08 03:21:49,"Very fun game. Simple controls, fun sense of humour, and very high production value. Feels solid, is a lot of fun to play, and isn't a pain about paid services.",5
2016-01-30 19:54:26,Dislike,2
2016-04-17 20:32:40,#time passer,5
2012-10-25 00:55:50,Really cool,5
2013-12-20 18:20:23,Awesome bipp,5
2019-10-30 23:25:52,Fantastic game u can play in free time alot,5
2014-06-19 11:56:05,"Superb...i hv  used...s3, s4, note, note 2 and galaxy tab 10.1...5stars...",5
2012-10-04 18:08:26,finally they put it on android,5
2017-05-17 08:26:09,So cool,5
2016-07-17 23:18:11,That is amazing,5
2015-10-25 19:39:15,Awsome thats all.,5
2015-01-01 21:30:46,Best,5
2016-03-04 11:05:10,Liked it,4
2016-11-05 15:49:09,Cool game,5
2015-06-25 04:14:45,Fun game,5
2014-05-12 13:52:47,This suck,5
2015-12-16 08:02:16,BEST GAME EVER SEEN,5
2015-04-06 05:35:37,E on my i pad,2
2015-03-03 02:51:32,This game I very nice (awsome)there are no problems and many more love love love,5
2014-05-06 18:38:45,What a worse game,1
2018-11-16 23:51:32,It's ight,4
2012-10-21 23:32:09,kenny,5
2014-08-03 13:16:31,Its quite fun! I enjoyed the game very much,5
2018-04-02 03:00:58,Its 👍,5
2020-05-30 18:12:17,So bad,5
2017-09-19 02:05:26,Great Game,4
2014-03-23 21:30:08,Can I get married to a game?,5
2013-05-05 01:18:02,Jetpack Joyride  Is a  great game it's awesome,2
2015-05-24 13:33:12,Awesome,5
2020-03-05 17:07:52,Supet,5
2012-11-19 10:23:17,It's good but jetpacjs should be cheeper,4
2022-04-02 09:55:26,It won't let me play it keeps telling me to update the game when it just updated,5
2017-06-26 02:38:07,Nice,5
2015-05-11 09:53:54,"Make it faster to,earn coin but I LOVE THIS GAME OtHER THAN THAT",4
2015-05-08 09:49:38,Nice game it really go fast and faster and its like the flash,5
2022-03-16 14:34:16,Very good game,5
2015-01-05 21:52:19,Love it its cool,4
2013-07-12 16:41:43,But it doesn't update it says error,5
2016-12-19 04:23:15,Best game ever!!!,5
2016-10-23 04:30:00,You crack me up,4
2013-08-24 18:09:45,Memory Eater? A game that uses 40 MB? Stupid abomination.,1
2018-03-05 16:43:55,a good  game to play,5
2013-01-29 17:37:57,THIS THE CRASIEST GAME I SEE AND THE WORLD'S AMAZING GAME EVER!!!!!!!!!!  YEAH!!!!!  AWU AWUUUUU.......!!!!!,5
2018-01-24 21:10:37,Awesome game but need to improve graphics,5
2013-11-14 06:04:39,Dis is my game I like it,5
2013-03-30 16:30:53,this game is great i cant stop playing this game.,5
2018-07-26 12:45:33,It was a very perfect app,5
2013-10-20 00:06:25,A some,5
2016-12-25 11:30:24,😍😀😊😊😊😊,2
2017-07-07 19:44:31,Nice non wifi game for people like JoJo,5
2015-02-15 20:21:41,Loved this game it's so good that it is free,5
2020-01-25 10:36:57,The update was great! There is a lot of new things and go check it out!!,5
2013-10-06 13:58:25,Madt,5
2014-02-01 09:30:23,Love it,5
2015-09-24 03:59:03,Great game,5
2015-04-26 18:30:04,Love the concept of the game and its lots of fun,5
2016-05-23 22:24:25,Great gamplay amazing graphics great family game so hot,5
2020-01-04 16:55:39,Really nice and is a great game if u want casual or challenging levels,5
2017-09-13 16:09:32,Awesome game.,5
2017-02-02 18:26:55,Cool,3
2017-04-21 20:10:19,Its a wonderfull game i love it,5
2013-12-13 21:46:27,Can you download fast,4
2017-12-27 05:16:28,I love ot,5
2016-11-28 15:31:42,Good,4
2014-09-14 10:40:33,Awesome,4
2017-12-27 12:06:11,Whoo nice game,5
2014-08-03 03:05:17,"One of the best games on android! Great customization, smooth gameplay... But, my little 6 year old sister somehow glitched the game and was able to finish all of the token missions (pick up 10 spin tokens in one game and other missions like that) but she wasnt able to use the tokens afterwards.",5
2014-08-03 12:44:34,Love this game could play it everyday,5
2013-07-16 12:23:57,This game iz awesome,5
2015-11-25 14:24:36,"Hi HB, I have a problem equipping random jetpack(no equip button) everytime i bought new jetpacks. Use to have workaround for this before but now it's literally non-existent.",4
2013-12-12 22:09:54,Nice,5
2013-02-03 03:11:06,Awesome,5
2014-06-20 20:49:03,It is a nice game,5
2019-08-15 19:19:23,Not that good,3
2022-08-20 22:26:08,❤️❤️❤️❤️,4
2013-07-06 13:33:39,W,5
2016-12-30 21:44:16,Thanks Halfbrick!,5
2015-07-31 00:07:04,Lizbeth,5
2015-04-13 04:38:57,I love this game but I can't play it because it keeps glitching and stopping when im in the middle of a game!! Uggggghh!,3
2015-10-15 19:01:19,Ok not bad u all can make more nice apps,3
2016-01-10 16:14:42,I love this game however there could be more events and vehicles.,4
2017-09-02 19:00:15,Wow what a graphics nice game,5
2012-11-21 18:18:36,Every time I leave the game all my money drops to a great amount other wise good game and very addictive,4
2014-03-27 22:42:59,Outstanding I like this game,5
2015-04-02 01:11:07,Is a brill game yoll bro just chill,5
2013-09-30 04:22:00,Aswome,5
2014-06-10 21:20:41,THE BEST GAME  OF THE  YEAR IT IS SO FUN!!!!!!!!!!!!!!!,5
2021-04-24 19:57:35,It good,5
2021-06-13 19:45:52,Class,5
2015-01-15 05:15:10,Addictive,5
2013-07-30 06:55:36,I never saw this game before its amazing,5
2018-07-01 01:59:50,Awsome,5
2016-06-06 06:33:38,AWESOME AND YOUR PROFILE PAGE FOR MORE DETAILS ON THE FAR EAST OF THE INTERNET,5
2012-10-23 15:07:39,Nice gamin xperiance love d game,5
2022-02-28 19:10:06,stupid this event wont elt me use my jetpack,1
2015-08-21 13:31:17,Amazing game if you want to pass the time,5
2018-02-07 23:12:37,Yes,5
2016-01-21 09:07:30,It's the best game ever,5
2019-10-25 23:20:37,Cool...,5
2015-07-12 02:42:13,This game is very good like I can't get enough of it,5
2013-10-28 17:48:53,Samsung galaxy tab 2      Nice and easy to play,4
2021-09-28 17:13:14,Supper,5
2018-04-22 20:28:20,"So many hours have been spent on this game, it's like playing an an arcade 
games in your hands, and the graphics! Also I like the top hat that is 
just, WOW",5
2015-08-11 08:04:36,One of my favorite games,5
2015-10-04 04:44:37,cool game,5
2012-10-29 12:17:58,Its nice and very addictive,5
2016-09-30 15:53:03,Really good game but when I'm trying to complete SAM I can't because of me having to always connect to internet,4
2015-04-09 07:15:35,Ooo~ 《☆ ~ ★》o u o,5
2015-08-14 21:34:34,Interesting game very nice....,5
2018-01-21 23:26:10,Very nice game,5
2016-09-06 03:11:07,Deez nuts,5
2013-09-25 06:10:40,Ko,5
2014-10-29 19:51:16,This is a best game but not for Samsung's galaxy dues mobile phone because its to slowly .,4
2014-01-10 04:57:53,"On my Samsung tablet it works alright but on my laptop absolutely crap crap crap it says i have billions and billions and billions of money. But then when i try 2 buy a life it comes up with weird symbols and then on the money it comes up with a take away sign for example: -127,-700,-986,-753 sort it out please.",2
2020-04-13 16:53:33,good game,4
2013-01-06 23:33:34,Ive purchased one of the coin packs but it's not appeared in the game the money has gone through. I am finding this quite annoying as it means I have lost money for no reason please fix or refund,2
2017-09-07 11:04:58,I think it's fun because there is a lot of cones and mysterious,5
2012-10-03 03:06:03,"I played this game in mye friends phone and it's awesome but for some reason I can't download it on my phone because even though it says that there is enough space on the phone, but when I try to download it, it says there isn't enough space...wierd???",5
2020-01-06 08:00:20,Good classic,5
2015-07-08 07:03:52,Sign in problems,1
2017-02-07 19:21:39,It is an awesome game,5
2015-10-06 15:45:23,I love this app it is so easy to use and good for when you are bored,5
2024-01-17 17:19:54,to many ads,1
2017-05-14 13:16:15,Good time pass,5
2017-09-05 23:59:56,Best game,5
2019-05-03 21:16:01,I played this game when I was 4 now I'm ten I was thinking about it😘😘😘😎😎😎 when I was playing subway surfers,5
2018-03-18 08:15:53,Terrible!!,5
2015-08-21 06:03:36,Vastly superior to this flappy bird nonsense.,5
2014-08-17 00:00:04,Very nice game,5
2013-01-14 13:32:29,Freezes up to much..,2
2015-03-13 21:28:12,It's a good game but the part I don't like is that when you have special rides you ride them then when you go through fire it explodes like boom,4
2019-05-09 06:12:22,sosososogood,4
2015-06-12 17:53:08,It showed error 905. Can't download this game,1
2016-10-21 02:20:54,"Good game, but can't calibrate touch sensitivity (gravity?) so can't play.",2
2016-08-23 22:44:56,I love this so much I plan to complete it a few times♡♡,5
2016-10-25 08:50:57,Great graphics,4
2018-02-22 06:01:40,I love this game and addictive. Its a great way to use up spare time.,5
2015-06-30 20:21:16,This game is one of the best.,5
2015-10-14 18:56:48,paska,1
2012-10-04 06:06:37,I've been waiting for this game to come on android yay,5
2014-02-14 07:36:00,Life changer really listen to me,5
2017-06-21 12:50:04,Awesome,5
2016-06-25 10:24:27,Zwspdld.d,5
2013-12-27 12:18:59,I love the jetpack,5
2016-10-13 06:39:06,I think this game is really fun,5
2016-03-19 23:55:15,Just 😄😊😍,4
2015-08-02 23:38:56,It's takes up too much space and I have to force close but it's ok i guess,3
2016-11-21 17:19:32,It's good but can be a bit laggy,4
2017-05-04 06:52:31,I've had this app since 2011,5
2014-03-11 17:29:05,,5
2013-11-11 14:38:29,nice game but cant install,5
2016-04-25 19:12:06,H ussnain  parvez,3
2014-10-28 02:19:43,Kids love it..,5
2024-04-10 01:29:16,"filled with ads, 100x worse than it was 15 years ago.",2
2015-07-03 08:35:58,Great game,5
2018-01-21 15:14:18,Suuuuuperrrrrrrrrrrr,5
2015-10-31 17:57:35,Yash,1
2014-08-17 00:04:42,This game is lame,3
2014-01-09 19:42:47,Excellent game.,5
2016-09-05 20:31:58,The rides are epic,5
2014-06-16 10:05:09,Totally super fun+addictive,5
2012-11-02 18:45:53,the best,5
2014-01-05 16:25:41,AYUS,4
2013-12-20 13:26:05,wewzx,5
2019-03-14 23:21:49,alaaaaaaaa,5
2013-01-06 22:21:25,Best I evar played.,5
2016-12-26 21:57:40,What a wonderful game,5
2017-02-09 22:32:47,It grate,5
2016-06-16 08:19:11,the game is very good,5
2013-07-10 13:14:13,"for some reason, i could only get the steam jetpack ir what ever it is called then if i bought a new jetpack, it would reset the whole game but id still have everything but the new jetpack i bought.",3
2019-07-26 18:40:43,love it full of action and fast pace game play.😀,5
2019-09-28 06:08:05,Before I had this game and now I don't but I want to dowload it again yey awesome 😊,5
2017-05-29 09:08:06,Nice,5
2015-10-10 17:50:43,Bagus,5
2017-11-25 01:14:17,this game  is very nice,5
2014-09-06 23:00:28,Boss game,5
2020-01-24 21:55:50,"Good game, but the average speed you increase by free 2500m is ridiculous. If you don't spend 20$ everyday 2500 is as far as you can get. Slow it down a bit please",4
2015-03-30 08:05:34,It is the best game you need to install it now,5
2016-11-19 07:57:48,Awesome,5
2017-06-01 16:49:40,BoooooOoring game,5
2017-02-07 13:53:54,I like it.,4
2014-06-13 02:24:26,Awesome to play fun to watch love the powerd up hair,5
2021-02-09 16:37:56,Ok,5
2018-03-05 01:10:34,This game good for me,5
2017-10-01 15:12:29,very good game,5
2014-05-29 09:03:28,A good game,5
2012-10-10 06:30:15,Best game ever,5
2014-09-28 19:40:09,Good,4
2018-01-16 05:00:40,Yes,5
2014-07-05 08:42:23,sanjeev,4
2019-09-01 21:39:06,Good,4
2013-12-28 22:39:22,So good J,5
2016-04-28 01:56:25,It is awesome and challenging.I cant stop playing it,5
2019-04-06 11:29:40,good game,4
2015-02-16 12:41:14,"Pretty cool game, but gets a bit boring when all you do is fly a jetpack and try to beat your high score.",4
2016-06-22 23:52:34,Really good,4
2018-03-12 18:52:49,Cool,5
2014-11-08 12:25:55,You will love this game don't mind those jumps,5
2016-07-08 19:08:24,the best game,5
2016-07-21 23:35:56,Love this game because its easy to complete the missions on this game this is Awesome .,5
2017-08-30 23:44:55,Jetpacks 4 life,5
2013-09-28 02:27:00,The best game ever played .......,5
2012-10-07 00:33:08,Je moet deze nemen als je een fan bent van fruitninja!!!,5
2019-03-12 14:17:59,thanks for this game who made this game is cool in another games,5
2014-09-29 00:20:06,Good game,4
2018-02-03 08:32:59,It is nice but need update,5
2012-10-17 03:49:51,Best game!,5
2012-10-03 04:21:13,Amazing game,5
2017-06-09 11:07:18,It's great,5
2020-01-27 11:23:27,I've loved this game sense I was a preteen.,5
2017-08-29 09:07:44,Tornamit,5
2015-04-23 05:03:33,The game glitches after connecting to the Internet and doing the sam challenge.,4
2015-10-13 03:45:27,Its fun no glitches worked a treat,5
2020-06-27 05:08:37,"I LOVED it! The only problem is the lag but its only because I have low space. Also, did I mention that the game is FUN! Download it.",5
2014-03-04 00:17:24,Very good and interesting,5
2014-03-29 03:33:35,"Very fun, very addictive",5
2016-10-08 17:29:34,My game is the best,5
2014-07-11 03:04:53,"Why is simple game looking for caller ID, location and other private information?",1
2018-04-26 06:43:51,It is awsome,4
2016-04-03 23:05:06,Awsome,5
2019-11-09 05:33:26,Not bad,4
2016-02-07 01:37:36,It is so fun,5
2015-06-19 20:39:51,This game rocks !,5
2017-04-20 10:21:32,Nic app for gaming. I love this game,5
2012-10-07 03:34:54,I have uninstalled this app by accident. So I go to install it and my device is apparently not compatible with the game anymore! I really love this game and I want to play it again. Can you guys please change the game so I can play?,1
2014-10-21 02:14:45,Best,5
2017-08-06 12:47:59,Its awesome,5
2017-03-03 20:48:47,Poop,5
2020-03-28 12:39:17,good game,5
2014-07-31 15:58:07,Its really fun and awesome,5
